clientnum,attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,income_category_min,income_category_max
720467583,Existing Customer,52,M,2,High School,Single,Blue,46,3,3,2,34516.0,2517,31999.0,0.685,3072,67,0.675,0.073,80000,80000
716549058,Existing Customer,45,F,4,Uneducated,Married,Blue,36,3,1,3,3111.0,2290,821.0,1.612,1998,41,0.464,0.736,40000,40000
787463508,Attrited Customer,26,M,0,Graduate,Single,Blue,13,5,2,4,2469.0,2410,59.0,0.544,1027,20,0.176,0.976,0,40000
710256708,Existing Customer,30,M,1,Unknown,Single,Blue,19,5,2,0,8744.0,1712,7032.0,0.895,2579,68,0.659,0.196,0,40000
708980283,Existing Customer,34,M,3,High School,Married,Blue,23,5,1,4,4185.0,2517,1668.0,0.861,2179,55,0.774,0.601,80000,80000
719484408,Existing Customer,39,M,3,Uneducated,Married,Blue,36,6,2,4,4759.0,1459,3300.0,1.24,2903,57,0.9,0.307,60000,60000
778381608,Attrited Customer,48,M,4,Doctorate,Single,Blue,28,3,3,4,6572.0,417,6155.0,0.584,1766,46,0.533,0.063,80000,80000
709932558,Existing Customer,39,F,2,Uneducated,Married,Blue,26,5,3,2,3471.0,2517,954.0,0.743,1771,34,0.889,0.725,0,40000
780219483,Existing Customer,61,F,0,Graduate,Married,Blue,51,4,2,1,2250.0,1041,1209.0,0.678,1339,28,0.867,0.463,0,40000
715143333,Existing Customer,45,F,1,High School,Divorced,Blue,36,6,2,2,9433.0,1578,7855.0,0.66,3910,81,0.653,0.167,0,40000
711913833,Existing Customer,37,M,3,Graduate,Married,Blue,36,4,2,4,8818.0,1437,7381.0,0.649,1865,31,0.938,0.163,40000,40000
715413483,Existing Customer,44,F,3,Graduate,Single,Blue,36,5,1,3,4066.0,1028,3038.0,0.972,3888,77,0.604,0.253,0,40000
715750758,Existing Customer,56,M,1,Uneducated,Married,Blue,36,6,1,1,9031.0,1535,7496.0,0.69,1602,35,0.591,0.17,80000,80000
714062958,Existing Customer,36,M,4,Unknown,Single,Blue,36,6,1,2,9887.0,994,8893.0,0.488,2552,64,0.455,0.101,40000,40000
710458758,Existing Customer,65,F,0,Graduate,Married,Blue,53,5,3,5,4161.0,2491,1670.0,0.41,1203,30,0.579,0.599,0,40000
719494983,Existing Customer,26,M,0,Graduate,Single,Blue,15,6,3,3,2740.0,2069,671.0,0.418,1997,44,0.419,0.755,0,40000
772637058,Existing Customer,34,M,3,Uneducated,Married,Blue,24,3,1,4,8167.0,1740,6427.0,1.455,2141,51,0.7,0.213,60000,60000
781089708,Existing Customer,30,M,0,Graduate,Divorced,Blue,23,6,1,2,26783.0,1285,25498.0,0.59,2495,46,0.769,0.048,80000,80000
773082033,Existing Customer,35,M,1,Post-Graduate,Married,Blue,27,3,3,4,25516.0,1363,24153.0,1.172,2317,38,0.727,0.053,80000,80000
815288583,Existing Customer,32,M,0,Graduate,Married,Blue,27,3,3,2,4815.0,1591,3224.0,1.409,2501,36,0.714,0.33,40000,40000
709164408,Attrited Customer,32,M,1,Uneducated,Married,Blue,23,1,3,3,2218.0,1696,522.0,0.367,730,20,0.429,0.765,0,40000
710567508,Existing Customer,53,M,3,High School,Married,Blue,44,4,2,3,23462.0,2202,21260.0,0.571,1387,33,0.65,0.094,80000,80000
719427333,Existing Customer,55,M,3,College,Married,Blue,36,5,4,4,2252.0,1737,515.0,0.685,1291,27,0.5,0.771,60000,60000
714765408,Existing Customer,26,F,1,Unknown,Single,Blue,36,4,3,3,2557.0,1990,567.0,0.575,2266,57,0.357,0.778,0,40000
709785783,Attrited Customer,35,F,0,Graduate,Single,Blue,25,5,3,4,2300.0,0,2300.0,0.877,1485,34,0.478,0.0,0,40000
809290308,Existing Customer,31,F,0,Graduate,Married,Blue,26,3,1,1,3540.0,1173,2367.0,1.106,1912,45,0.667,0.331,0,40000
779598183,Existing Customer,53,M,3,Unknown,Single,Blue,42,6,1,2,22938.0,1700,21238.0,0.636,3428,54,0.5,0.074,60000,60000
719568333,Existing Customer,39,M,3,Unknown,Single,Silver,36,5,3,2,34516.0,1900,32616.0,1.002,1668,36,0.714,0.055,80000,80000
719207733,Existing Customer,61,F,0,High School,Married,Blue,53,5,2,0,3396.0,802,2594.0,0.548,1418,36,0.5,0.236,0,40000
714816258,Existing Customer,37,M,2,Graduate,Single,Blue,36,4,2,2,7638.0,947,6691.0,0.682,2336,58,0.611,0.124,60000,60000
787573683,Existing Customer,41,M,3,Post-Graduate,Married,Blue,34,4,2,2,2624.0,1319,1305.0,0.768,4189,74,0.609,0.503,60000,60000
792912708,Existing Customer,45,M,5,Graduate,Married,Silver,39,3,1,5,15198.0,2098,13100.0,0.8,3183,64,0.73,0.138,40000,40000
708620283,Existing Customer,35,M,1,Unknown,Single,Blue,25,6,3,2,6053.0,2001,4052.0,0.743,2208,59,0.595,0.331,60000,60000
770985633,Existing Customer,39,M,2,Unknown,Married,Blue,26,6,1,2,5510.0,2027,3483.0,0.898,1980,42,0.68,0.368,40000,40000
716420358,Existing Customer,41,F,2,High School,Married,Blue,36,5,2,4,2602.0,1490,1112.0,0.66,3151,78,0.66,0.573,40000,40000
825756333,Existing Customer,55,F,0,Uneducated,Married,Blue,51,4,3,1,2041.0,1885,156.0,0.587,2118,48,0.778,0.924,0,40000
755273658,Existing Customer,52,F,2,Graduate,Married,Blue,45,3,3,3,2548.0,1683,865.0,0.75,2055,54,0.636,0.661,0,40000
721205508,Existing Customer,47,M,4,High School,Married,Blue,36,3,3,4,8217.0,0,8217.0,0.678,1848,56,0.514,0.0,80000,80000
786493908,Existing Customer,42,F,4,Uneducated,Single,Silver,36,4,3,3,10091.0,0,10091.0,1.121,3347,64,0.778,0.0,0,40000
803963808,Existing Customer,39,M,3,Graduate,Single,Blue,34,4,3,5,19074.0,0,19074.0,0.804,3762,74,1.0,0.0,80000,80000
806170158,Existing Customer,39,M,4,Graduate,Single,Gold,34,3,3,2,34516.0,542,33974.0,0.866,3899,78,0.857,0.016,60000,60000
721055058,Existing Customer,36,M,2,Uneducated,Married,Blue,21,4,1,5,12763.0,2517,10246.0,1.631,2599,46,0.917,0.197,60000,60000
709794333,Existing Customer,29,M,0,Graduate,Married,Blue,19,6,2,4,2827.0,1430,1397.0,0.885,1608,30,1.308,0.506,0,40000
714327183,Existing Customer,37,F,4,Graduate,Married,Blue,28,4,3,1,1825.0,1389,436.0,1.595,2878,54,0.636,0.761,0,40000
808909008,Existing Customer,61,M,0,Post-Graduate,Married,Blue,56,6,3,4,1438.3,0,1438.3,0.589,1448,31,0.292,0.0,0,40000
716207508,Existing Customer,36,M,3,High School,Married,Blue,36,5,2,4,5497.0,1517,3980.0,0.624,1981,38,0.357,0.276,60000,60000
768965208,Existing Customer,51,F,1,Graduate,Married,Blue,45,5,2,2,6778.0,865,5913.0,0.992,3158,71,0.775,0.128,40000,40000
720185058,Attrited Customer,46,M,3,Graduate,Married,Blue,36,2,3,4,4267.0,0,4267.0,0.862,1067,23,0.769,0.0,60000,60000
715220508,Existing Customer,31,F,0,High School,Married,Blue,22,4,2,1,3273.0,2517,756.0,1.465,2726,57,0.727,0.769,0,40000
712112733,Existing Customer,33,M,2,Doctorate,Single,Blue,25,5,2,2,9371.0,1541,7830.0,0.781,2518,67,0.971,0.164,40000,40000
712298883,Existing Customer,50,F,3,High School,Single,Blue,38,3,3,1,1438.3,663,775.3,0.384,2987,73,0.622,0.461,0,40000
719089383,Existing Customer,48,M,2,High School,Married,Blue,29,3,2,1,6168.0,2371,3797.0,0.668,4303,80,0.509,0.384,40000,40000
780237033,Existing Customer,63,F,1,Unknown,Married,Blue,49,3,1,3,3141.0,1819,1322.0,0.497,1539,35,0.522,0.579,40000,40000
720986958,Existing Customer,50,F,2,Graduate,Divorced,Blue,40,6,2,5,8307.0,2517,5790.0,1.743,2293,36,0.8,0.303,40000,40000
709473708,Existing Customer,39,M,3,Graduate,Married,Blue,31,4,2,3,30753.0,1661,29092.0,0.681,1780,33,0.941,0.054,80000,80000
708593883,Existing Customer,39,M,2,College,Married,Blue,26,3,1,4,2731.0,1573,1158.0,0.943,1813,38,0.727,0.576,60000,60000
710241858,Existing Customer,39,F,4,Unknown,Married,Blue,31,6,1,4,2890.0,0,2890.0,0.545,2040,36,0.44,0.0,0,40000
716029158,Existing Customer,59,M,0,Unknown,Married,Blue,36,6,4,5,4230.0,1366,2864.0,0.63,1480,35,0.458,0.323,60000,60000
716610558,Existing Customer,65,F,0,High School,Single,Blue,36,3,3,3,10962.0,1559,9403.0,0.708,2724,71,0.651,0.142,40000,40000
779925033,Existing Customer,38,F,4,Graduate,Married,Blue,22,4,3,4,2997.0,1969,1028.0,1.235,2807,60,0.714,0.657,40000,40000
790225758,Existing Customer,41,M,2,College,Single,Blue,35,6,3,3,2647.0,620,2027.0,0.664,2262,47,0.424,0.234,80000,80000
713879283,Existing Customer,55,F,2,Graduate,Married,Blue,47,3,1,2,4580.0,1300,3280.0,0.519,1694,34,0.7,0.284,0,40000
767687208,Existing Customer,31,M,2,Unknown,Single,Blue,24,6,3,3,34516.0,1180,33336.0,0.801,2329,69,0.605,0.034,80000,80000
718162908,Existing Customer,55,M,3,College,Married,Blue,42,3,2,1,26101.0,614,25487.0,0.397,1472,48,0.412,0.024,80000,80000
708664008,Existing Customer,57,M,3,College,Married,Blue,45,6,3,4,14270.0,0,14270.0,0.398,1222,37,0.423,0.0,80000,80000
770781558,Existing Customer,35,F,2,Graduate,Married,Blue,21,5,1,2,3230.0,2517,713.0,0.677,1914,31,0.348,0.779,0,40000
790048158,Existing Customer,46,F,4,College,Married,Blue,38,3,3,3,8881.0,1865,7016.0,1.279,2632,54,1.077,0.21,0,40000
721378008,Existing Customer,31,M,0,Uneducated,Divorced,Blue,21,6,2,2,2621.0,1461,1160.0,0.775,2718,71,0.775,0.557,40000,40000
786566733,Existing Customer,49,M,2,Unknown,Single,Blue,43,3,3,5,4939.0,1190,3749.0,0.557,3764,64,0.524,0.241,80000,80000
794551383,Existing Customer,50,F,3,College,Single,Blue,32,5,3,4,4419.0,1218,3201.0,0.879,4535,75,0.562,0.276,0,40000
820981383,Existing Customer,44,F,4,High School,Divorced,Blue,39,5,1,4,9235.0,1796,7439.0,0.958,1739,42,0.448,0.194,0,40000
713366583,Existing Customer,63,F,1,High School,Married,Blue,56,6,1,3,3055.0,1685,1370.0,0.541,1405,40,0.481,0.552,0,40000
767311008,Existing Customer,41,M,1,Graduate,Divorced,Blue,35,6,2,3,19412.0,770,18642.0,0.755,1576,41,0.952,0.04,80000,80000
716624133,Existing Customer,56,M,1,Unknown,Married,Blue,36,6,1,3,12786.0,1880,10906.0,0.702,1205,19,0.462,0.147,80000,80000
712727283,Existing Customer,55,M,1,Graduate,Married,Blue,36,4,2,3,4666.0,1275,3391.0,0.397,1281,28,0.75,0.273,60000,60000
720013083,Existing Customer,30,F,0,Post-Graduate,Single,Blue,18,6,3,2,2132.0,797,1335.0,0.779,3265,74,0.574,0.374,0,40000
710540883,Existing Customer,37,M,3,High School,Single,Blue,24,5,3,2,6590.0,0,6590.0,0.714,2449,67,0.634,0.0,80000,80000
709212183,Existing Customer,53,F,2,Graduate,Married,Blue,36,6,1,3,3176.0,1470,1706.0,0.388,1634,53,0.472,0.463,0,40000
713424108,Existing Customer,37,M,1,Graduate,Single,Blue,27,4,1,3,4288.0,2349,1939.0,0.718,2591,57,0.541,0.548,60000,60000
815001108,Existing Customer,48,M,2,Doctorate,Single,Blue,43,3,3,2,5945.0,1685,4260.0,0.9,3598,67,0.718,0.283,0,40000
709802208,Existing Customer,37,M,1,Graduate,Married,Blue,17,3,1,4,3350.0,0,3350.0,1.316,2849,61,0.694,0.0,40000,40000
713445183,Existing Customer,35,M,1,High School,Married,Blue,26,4,3,2,4008.0,1841,2167.0,1.504,2794,58,1.148,0.459,60000,60000
717310458,Existing Customer,35,F,3,Graduate,Single,Blue,27,3,3,2,5780.0,938,4842.0,0.988,2960,65,0.757,0.162,0,40000
709916058,Existing Customer,58,M,1,Unknown,Married,Blue,36,3,1,3,2347.0,2163,184.0,0.615,1631,40,0.29,0.922,60000,60000
780070833,Existing Customer,58,F,2,Unknown,Married,Blue,43,6,2,2,3034.0,2517,517.0,0.63,1617,29,1.417,0.83,0,40000
719804208,Existing Customer,36,M,2,Graduate,Married,Blue,28,5,1,3,6824.0,1873,4951.0,0.563,1933,48,0.655,0.274,40000,40000
715077483,Existing Customer,47,F,3,Doctorate,Married,Blue,36,4,3,4,1438.3,772,666.3,1.451,2250,40,0.905,0.537,0,40000
717000858,Existing Customer,41,M,2,Graduate,Married,Blue,29,3,2,2,2683.0,1738,945.0,0.745,2274,52,0.733,0.648,0,40000
792402483,Existing Customer,46,M,4,Graduate,Single,Blue,40,5,2,1,12280.0,985,11295.0,0.841,4263,70,1.0,0.08,60000,60000
712973733,Existing Customer,58,M,4,Graduate,Married,Blue,36,3,2,2,14607.0,1480,13127.0,0.346,1393,38,0.462,0.101,60000,60000
813213558,Existing Customer,53,F,1,Doctorate,Single,Blue,48,4,3,3,2267.0,1469,798.0,0.716,3709,64,0.684,0.648,0,40000
718215033,Existing Customer,54,F,3,Unknown,Married,Blue,36,6,2,4,2556.0,2260,296.0,0.487,1401,30,0.579,0.884,0,40000
711426033,Existing Customer,49,M,2,Graduate,Married,Blue,39,3,2,2,11332.0,946,10386.0,0.857,3806,65,0.667,0.083,80000,80000
719233833,Existing Customer,35,F,3,High School,Married,Blue,23,3,3,4,3073.0,526,2547.0,0.702,1944,55,0.618,0.171,0,40000
821168733,Existing Customer,38,M,3,Graduate,Married,Blue,34,6,3,3,5323.0,2301,3022.0,0.68,1783,33,0.65,0.432,60000,60000
710135058,Existing Customer,56,M,1,Graduate,Married,Blue,44,3,1,0,9078.0,1501,7577.0,0.51,1543,34,0.545,0.165,80000,80000
718618458,Existing Customer,38,M,3,High School,Single,Blue,25,5,1,4,9859.0,1305,8554.0,0.722,4345,72,0.674,0.132,60000,60000
719470458,Attrited Customer,46,M,3,College,Single,Blue,39,1,4,3,4026.0,243,3783.0,0.738,1102,27,0.8,0.06,80000,80000
719587158,Existing Customer,37,M,1,High School,Single,Blue,25,3,2,3,2608.0,1799,809.0,0.732,2565,72,0.636,0.69,40000,40000
715499808,Existing Customer,63,F,0,Unknown,Married,Blue,36,4,1,4,3552.0,2517,1035.0,0.465,1342,26,1.0,0.709,0,40000
718589133,Existing Customer,65,F,1,Graduate,Single,Blue,56,6,2,2,4613.0,1619,2994.0,0.697,2328,62,0.722,0.351,0,40000
789235383,Existing Customer,38,M,4,College,Married,Blue,27,5,2,4,10386.0,1909,8477.0,1.43,2119,52,1.08,0.184,80000,80000
713548158,Existing Customer,26,M,0,College,Single,Blue,36,5,2,3,2657.0,1611,1046.0,0.599,2349,41,0.464,0.606,40000,40000
720264783,Existing Customer,58,F,2,Graduate,Married,Blue,44,4,2,3,5031.0,1327,3704.0,0.553,1433,34,0.889,0.264,0,40000
710528583,Existing Customer,26,F,0,Unknown,Single,Blue,16,6,2,4,1612.0,835,777.0,0.588,2148,40,0.379,0.518,40000,40000
809990883,Existing Customer,48,F,3,Graduate,Single,Blue,43,6,2,2,2423.0,1773,650.0,0.574,2038,64,0.362,0.732,0,40000
714412308,Attrited Customer,33,M,3,Graduate,Married,Blue,36,6,3,5,7140.0,0,7140.0,0.401,916,18,0.2,0.0,80000,80000
772303458,Existing Customer,62,F,0,Doctorate,Married,Blue,51,3,3,2,3377.0,948,2429.0,0.461,1407,44,0.467,0.281,40000,40000
721243083,Attrited Customer,55,M,3,Uneducated,Divorced,Blue,41,1,3,4,34516.0,2408,32108.0,0.796,1187,40,0.6,0.07,80000,80000
711990933,Existing Customer,40,F,2,Graduate,Single,Blue,29,4,3,2,2295.0,0,2295.0,0.699,3292,62,0.824,0.0,0,40000
819977058,Existing Customer,46,M,2,High School,Single,Blue,41,3,3,2,3150.0,1543,1607.0,0.998,3432,71,0.972,0.49,40000,40000
721467258,Existing Customer,58,M,1,High School,Married,Blue,36,3,2,5,2165.0,1135,1030.0,0.707,1541,33,0.833,0.524,40000,40000
718824783,Existing Customer,50,M,2,Unknown,Divorced,Blue,41,6,1,3,2966.0,1433,1533.0,0.49,1986,50,0.613,0.483,60000,60000
711129483,Existing Customer,45,M,3,Graduate,Married,Blue,36,3,1,3,14593.0,1504,13089.0,0.668,3447,72,0.895,0.103,60000,60000
779618433,Existing Customer,48,M,4,Uneducated,Single,Blue,38,6,3,2,8327.0,1551,6776.0,0.463,4428,82,0.822,0.186,40000,40000
797757333,Existing Customer,43,M,3,Post-Graduate,Married,Gold,37,6,1,2,34516.0,1580,32936.0,0.707,4149,86,0.755,0.046,60000,60000
814497483,Existing Customer,60,M,0,Uneducated,Married,Blue,55,6,1,2,6479.0,1393,5086.0,0.468,1618,47,0.958,0.215,60000,60000
709056558,Existing Customer,43,F,3,College,Married,Blue,31,5,3,2,2800.0,2517,283.0,0.816,1994,41,0.64,0.899,40000,40000
708238833,Existing Customer,57,F,3,High School,Married,Blue,36,6,2,3,3032.0,2215,817.0,0.408,1387,30,0.579,0.731,0,40000
813261408,Existing Customer,52,F,1,Uneducated,Married,Blue,47,6,3,3,2151.0,1338,813.0,0.926,3446,58,1.0,0.622,40000,40000
798022683,Attrited Customer,43,M,1,Graduate,Married,Blue,37,4,2,3,25517.0,321,25196.0,0.769,2508,44,0.294,0.013,80000,80000
769756983,Existing Customer,38,M,3,Graduate,Married,Blue,32,3,1,2,7709.0,2227,5482.0,1.295,2520,61,0.848,0.289,60000,60000
712674183,Existing Customer,53,M,2,College,Married,Blue,33,3,3,1,4065.0,2180,1885.0,0.321,1271,36,0.2,0.536,40000,40000
713625483,Existing Customer,58,M,2,College,Married,Blue,44,3,2,2,11811.0,2508,9303.0,0.476,1469,29,0.812,0.212,80000,80000
788723133,Existing Customer,36,M,1,High School,Single,Blue,20,5,1,2,12714.0,976,11738.0,0.649,2240,53,0.395,0.077,40000,40000
794462133,Existing Customer,55,F,0,Graduate,Single,Blue,35,5,1,3,3735.0,1978,1757.0,0.675,1749,41,0.577,0.53,40000,40000
712604133,Existing Customer,54,M,1,Uneducated,Married,Blue,43,3,1,4,25882.0,1699,24183.0,0.428,1736,48,0.371,0.066,80000,80000
714397983,Existing Customer,36,M,2,College,Married,Blue,36,4,3,1,3877.0,1495,2382.0,0.783,1942,42,0.75,0.386,40000,40000
711367308,Existing Customer,37,M,3,Uneducated,Single,Blue,19,3,3,4,2186.0,1185,1001.0,0.998,2614,67,0.861,0.542,40000,40000
790186458,Existing Customer,45,M,3,Uneducated,Single,Blue,39,3,1,0,17996.0,864,17132.0,0.597,1589,30,0.667,0.048,80000,80000
712040433,Existing Customer,54,F,1,High School,Married,Blue,43,6,2,3,2306.0,2200,106.0,0.697,2097,57,0.541,0.954,0,40000
709616958,Existing Customer,38,M,2,High School,Single,Silver,30,4,3,4,26556.0,1583,24973.0,0.694,3168,73,0.738,0.06,60000,60000
714633858,Existing Customer,35,F,2,College,Married,Blue,18,3,3,2,5779.0,2517,3262.0,1.201,2102,32,1.133,0.436,0,40000
794818833,Existing Customer,36,F,1,Uneducated,Single,Blue,30,6,1,2,5494.0,2078,3416.0,0.79,2661,58,0.871,0.378,0,40000
713384508,Existing Customer,28,M,1,High School,Single,Blue,14,4,3,1,2897.0,1398,1499.0,0.907,2698,73,0.872,0.483,0,40000
772514808,Existing Customer,36,F,2,Uneducated,Single,Blue,26,3,2,4,3131.0,2379,752.0,0.748,2315,63,0.853,0.76,40000,40000
710808108,Existing Customer,34,F,3,College,Divorced,Blue,27,3,3,2,4274.0,2517,1757.0,0.666,2257,54,0.8,0.589,0,40000
778973658,Existing Customer,55,M,0,Doctorate,Married,Blue,36,4,6,4,4980.0,906,4074.0,0.721,2273,66,0.886,0.182,60000,60000
712005108,Existing Customer,61,F,0,Post-Graduate,Married,Blue,48,3,3,3,3156.0,2155,1001.0,0.438,1376,44,0.571,0.683,0,40000
804577833,Existing Customer,44,F,2,Graduate,Married,Blue,39,5,1,0,6861.0,2101,4760.0,0.464,3974,63,0.909,0.306,0,40000
789786258,Existing Customer,39,M,2,High School,Married,Blue,28,3,2,4,26570.0,1915,24655.0,1.454,2118,33,1.062,0.072,80000,80000
715421058,Existing Customer,51,M,1,Unknown,Married,Blue,36,3,2,4,22224.0,979,21245.0,1.255,3346,69,1.156,0.044,60000,60000
797166633,Existing Customer,47,M,2,Unknown,Single,Blue,41,6,2,4,10606.0,1713,8893.0,0.899,2694,61,0.906,0.162,80000,80000
711041508,Existing Customer,37,F,1,High School,Married,Blue,25,4,3,4,5865.0,2517,3348.0,1.348,2623,47,1.35,0.429,40000,40000
715680933,Existing Customer,53,M,1,Graduate,Single,Blue,36,4,2,4,17742.0,1463,16279.0,0.803,3369,55,0.774,0.082,80000,80000
770871708,Existing Customer,62,M,0,Graduate,Married,Blue,48,5,1,5,2591.0,0,2591.0,0.601,2123,56,0.697,0.0,40000,40000
772643058,Existing Customer,58,F,3,Graduate,Married,Blue,48,6,2,3,2800.0,1834,966.0,0.615,1571,36,0.636,0.655,0,40000
718199133,Existing Customer,57,M,1,High School,Married,Blue,36,3,2,2,6543.0,2260,4283.0,0.448,1519,31,0.632,0.345,80000,80000
766322883,Existing Customer,33,F,3,College,Single,Blue,26,6,3,5,6316.0,1344,4972.0,0.823,2401,71,0.732,0.213,40000,40000
771197433,Existing Customer,54,F,1,Graduate,Married,Blue,41,3,2,4,4658.0,588,4070.0,0.856,1351,30,1.5,0.126,0,40000
709516458,Existing Customer,30,M,0,Graduate,Divorced,Blue,22,3,3,3,6476.0,0,6476.0,0.551,2723,66,0.65,0.0,60000,60000
716456808,Existing Customer,36,F,2,High School,Single,Blue,36,6,2,5,8087.0,1263,6824.0,0.615,2429,69,0.643,0.156,0,40000
716819958,Existing Customer,60,M,2,Graduate,Married,Blue,50,3,1,2,9033.0,845,8188.0,0.663,1661,35,0.4,0.094,60000,60000
779449308,Existing Customer,46,F,4,High School,Single,Blue,28,6,3,4,3206.0,0,3206.0,1.065,3253,72,0.532,0.0,0,40000
784891458,Existing Customer,55,M,1,Graduate,Married,Blue,49,4,3,3,28751.0,2158,26593.0,0.536,1502,34,0.789,0.075,80000,80000
790004883,Existing Customer,55,M,1,High School,Married,Blue,47,3,3,3,2938.0,1995,943.0,0.514,1352,30,0.429,0.679,80000,80000
715277583,Existing Customer,55,F,3,Uneducated,Divorced,Blue,36,3,2,1,2111.0,1209,902.0,0.594,2803,61,0.605,0.573,0,40000
815510883,Existing Customer,36,M,2,Post-Graduate,Single,Blue,31,3,2,5,11862.0,2282,9580.0,0.837,2576,74,0.85,0.192,40000,40000
713997183,Existing Customer,34,F,2,Unknown,Single,Blue,36,3,3,2,2791.0,2160,631.0,0.825,2214,56,0.6,0.774,0,40000
715107033,Existing Customer,33,F,1,Graduate,Single,Blue,36,3,2,4,6551.0,1440,5111.0,0.629,2429,77,0.453,0.22,0,40000
720706008,Existing Customer,30,M,2,Post-Graduate,Single,Blue,16,5,3,5,4533.0,1977,2556.0,0.664,2679,69,0.605,0.436,40000,40000
710108133,Existing Customer,54,F,2,Graduate,Married,Blue,36,5,3,0,1854.0,1528,326.0,0.444,1307,39,0.393,0.824,40000,40000
718983333,Existing Customer,53,M,2,Uneducated,Married,Blue,43,6,1,3,6704.0,1354,5350.0,0.411,1331,30,0.364,0.202,80000,80000
714030183,Existing Customer,59,M,0,Graduate,Single,Silver,36,5,3,3,34516.0,1494,33022.0,1.229,3259,65,0.585,0.043,80000,80000
714935883,Existing Customer,45,M,3,Uneducated,Married,Blue,36,3,1,1,10619.0,607,10012.0,0.883,4074,65,0.477,0.057,40000,40000
718972758,Existing Customer,50,F,2,Graduate,Married,Blue,40,5,3,3,2481.0,1287,1194.0,0.465,1825,51,0.821,0.519,0,40000
711827958,Existing Customer,57,M,2,Uneducated,Married,Blue,47,4,4,1,5100.0,1970,3130.0,0.371,1032,26,0.368,0.386,60000,60000
778724058,Existing Customer,63,M,0,Doctorate,Single,Blue,49,5,4,3,5905.0,726,5179.0,0.85,3982,65,0.857,0.123,40000,40000
718920708,Existing Customer,35,M,3,Graduate,Married,Blue,25,5,3,3,5240.0,1451,3789.0,1.198,2172,38,0.81,0.277,60000,60000
715970133,Existing Customer,33,F,4,College,Divorced,Blue,24,6,2,2,9857.0,0,9857.0,0.699,3448,103,0.635,0.0,0,40000
806889633,Existing Customer,38,M,2,Uneducated,Married,Blue,33,3,1,4,20117.0,1226,18891.0,1.4,2906,58,1.0,0.061,80000,80000
717338733,Existing Customer,31,M,0,High School,Divorced,Blue,22,3,2,3,6012.0,0,6012.0,0.968,2801,72,0.674,0.0,0,40000
779223858,Existing Customer,37,M,2,Graduate,Married,Blue,27,4,2,4,6369.0,0,6369.0,1.454,2675,47,1.136,0.0,60000,60000
769980333,Existing Customer,36,M,1,Uneducated,Single,Blue,30,4,2,5,13005.0,2152,10853.0,1.424,3023,53,0.767,0.165,80000,80000
788783133,Existing Customer,58,F,0,Post-Graduate,Married,Blue,39,5,3,3,6679.0,1207,5472.0,0.538,1649,29,0.381,0.181,0,40000
816325533,Existing Customer,39,F,1,Graduate,Married,Blue,34,6,3,5,6458.0,1802,4656.0,0.923,2315,49,0.581,0.279,0,40000
720113433,Existing Customer,61,M,0,Unknown,Single,Blue,48,3,2,4,20803.0,1446,19357.0,0.736,2073,43,0.654,0.07,60000,60000
717233058,Existing Customer,34,M,4,Unknown,Married,Blue,26,3,2,4,5540.0,1240,4300.0,0.843,1524,31,0.824,0.224,40000,40000
710233683,Existing Customer,55,M,3,Graduate,Married,Blue,36,4,3,4,2801.0,2403,398.0,0.884,1526,44,1.0,0.858,80000,80000
778327908,Existing Customer,50,M,2,Uneducated,Single,Blue,40,4,3,5,2419.0,2380,39.0,0.695,4099,73,0.659,0.984,0,40000
716400633,Existing Customer,33,M,3,High School,Single,Blue,24,6,3,3,5156.0,1427,3729.0,0.48,2057,54,0.421,0.277,40000,40000
771649083,Existing Customer,63,M,0,High School,Married,Blue,51,3,3,4,10257.0,1021,9236.0,0.467,1508,30,0.429,0.1,80000,80000
789853533,Attrited Customer,54,M,3,High School,Married,Blue,44,2,1,5,3032.0,0,3032.0,0.949,1037,14,2.5,0.0,40000,40000
796336833,Existing Customer,51,M,3,Doctorate,Married,Blue,45,5,2,4,32096.0,0,32096.0,0.766,2619,69,0.917,0.0,80000,80000
710942358,Existing Customer,47,M,4,Unknown,Single,Blue,36,3,3,3,5762.0,1890,3872.0,0.938,3814,88,0.66,0.328,40000,40000
713974533,Existing Customer,52,F,3,Post-Graduate,Single,Blue,45,5,1,3,2555.0,1701,854.0,1.492,3127,45,1.25,0.666,0,40000
787231233,Existing Customer,34,M,5,Post-Graduate,Single,Silver,28,3,3,2,34516.0,1731,32785.0,0.605,2421,63,0.575,0.05,80000,80000
719810583,Existing Customer,64,M,0,High School,Married,Blue,54,4,3,2,2140.0,1361,779.0,0.46,1280,34,1.0,0.636,0,40000
717124983,Existing Customer,62,F,1,Uneducated,Married,Blue,43,3,1,1,4760.0,0,4760.0,0.564,1459,20,0.538,0.0,40000,40000
787523283,Existing Customer,38,M,1,Graduate,Single,Blue,27,6,2,5,26372.0,1365,25007.0,1.394,2291,56,1.0,0.052,80000,80000
719493858,Existing Customer,52,F,2,Graduate,Married,Blue,43,5,2,2,8203.0,654,7549.0,0.588,2910,63,0.909,0.08,0,40000
